DOL Year,Region,District,Stat Area,Gear Code and Name,Harvest Code And Name,Species Code,Stat Week,Number Of Animals (sum),,,"OceanAK Output: JTP Jan 11, 2021",
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,82,,,Subject Area:,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,322,,,,Statewide - Salmon - Fishtickets
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,697,,,Filters:,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,630,,,,DOL Year 2000-2019 
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,848,,,,StatArea = 10111
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,932,,,,Species Code = 430
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,2236,,,,Gear Code & Name = 03 - Drift Gillnet
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2829,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,2180,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,1155,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,1533,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,1361,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,1535,,,,
2000,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,1869,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,74,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,789,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,782,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,575,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1042,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1283,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1854,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,4220,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2800,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,2289,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,8187,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,4604,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,3558,,,,
2001,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,3447,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,94,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,112,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,1353,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,2629,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1705,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,2147,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,2331,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,3779,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2086,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1584,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2656,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,4125,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,3944,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,3720,,,,
2002,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,1251,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,455,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,790,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,2295,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1663,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1850,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,3840,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1504,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1957,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1673,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,4630,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,4992,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,8088,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,11717,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,15178,,,,
2003,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,2987,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,220,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,483,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1880,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1627,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,783,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,3006,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,2338,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2001,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,890,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2459,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,2044,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,3370,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,4647,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,3721,,,,
2004,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,1422,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1044,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,3138,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1462,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1797,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,5431,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1936,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1331,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1395,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1125,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,3010,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,5588,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,6816,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,9702,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,5605,,,,
2005,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,1800,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,26,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,116,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,916,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,606,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,858,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1478,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1606,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1600,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1010,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,636,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2391,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,2858,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,6003,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,5090,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,3059,,,,
2006,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,828,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,1055,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1220,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,2279,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1634,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,627,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1454,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,3733,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,2728,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1308,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1088,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,1186,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,2058,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,1410,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,3472,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,2141,,,,
2007,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,110,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,864,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1613,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,2944,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,2776,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,4041,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1745,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,3010,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,9076,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,5372,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,4222,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,6233,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,7404,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,10465,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,19685,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,16399,,,,
2008,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,143,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,720,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,952,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1697,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,2120,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,2200,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,4962,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,5172,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,4019,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,3406,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,4837,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,8772,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,15039,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,10094,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,2506,,,,
2009,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,673,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1364,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,1675,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1294,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,942,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,854,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,2598,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,4152,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,3153,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,3083,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,5324,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,9705,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,18773,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,24135,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,9971,,,,
2010,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,840,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,90,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,232,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1131,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1341,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1899,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1716,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,3488,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1454,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1003,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2194,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,4419,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,3010,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,6396,,,,
2011,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,249,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,346,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,130,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,595,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1864,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1001,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1853,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,2154,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,2828,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,4467,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,5665,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,9298,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,12350,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,7975,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,7765,,,,
2012,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,4208,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,723,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1862,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,2889,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,2402,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,2949,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,4830,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,3875,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,3787,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2625,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,6015,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,9296,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,12495,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,20380,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,17980,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,9154,,,,
2013,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,4349,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,296,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,488,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,925,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1465,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,873,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1202,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1763,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,3010,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2487,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,3090,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,7593,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,15849,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,17126,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,18711,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,15029,,,,
2014,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,1435,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,1290,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,505,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,392,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,855,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1866,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1204,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1869,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,2233,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1137,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2725,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,4341,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,6646,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,6947,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,6224,,,,
2015,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,1534,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,481,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,783,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,2121,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,1390,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,629,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,995,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1248,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1896,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,2247,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,4258,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,5857,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,10416,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,6532,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,4786,,,,
2016,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,2754,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,225,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,536,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,738,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,1219,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,3540,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,1109,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1059,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,975,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,663,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,953,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,2927,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,5275,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,7569,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,5095,,,,
2017,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,1970,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,49,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,63,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,141,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,216,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,90,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,504,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,698,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1189,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1803,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1524,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,6746,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,10232,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,7918,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,3864,,,,
2018,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,420,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,25,361,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,26,269,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,27,175,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,28,363,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,29,232,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,30,438,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,31,1595,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,32,1243,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,33,1295,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,34,1592,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,35,4134,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,36,2665,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,37,5049,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,38,5640,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,39,2758,,,,
2019,1,101,10111,03 - Drift gillnet,11 - State managed fishery,430,40,991,,,,
